Node Type,Relation Name,Plan Rows,Actual Rows,Join Index,Query Name,Startup Cost,Total Cost,Actual Startup Time,Actual Total Time,outer_rel,inner_rel,outer_est,inner_est,outer_act,inner_act
Nested Loop,,5,11,2.0,./JOB-queries/6a.sql,7.21,3763.69,0.868,7.303,,title,34.0,1.0,14.0,1.0
Index Scan,cast_info,38,111,,./JOB-queries/6a.sql,0.44,1.36,0.266,19.743,,,,,,
Nested Loop,,202,1224,3.0,./JOB-queries/6a.sql,7.65,3772.87,1.271,224.641,,cast_info,5.0,38.0,11.0,111.0
Index Scan,name,1,0,,./JOB-queries/6a.sql,0.43,0.46,0.182,0.182,,,,,,
Nested Loop,,1,6,4.0,./JOB-queries/6a.sql,8.08,3865.35,71.547,447.656,,name,202.0,1.0,1224.0,0.0
Aggregate,,1,1,,./JOB-queries/6a.sql,3865.35,3865.36,447.677,447.678,,,1.0,,6.0,
Seq Scan,keyword,1,1,,./JOB-queries/17d.sql,0.0,2626.12,0.252,14.251,,,,,,
Bitmap Index Scan,,303,41840,,./JOB-queries/17d.sql,0.0,6.71,3.185,3.189,,,,,,
Bitmap Heap Scan,movie_keyword,303,41840,,./JOB-queries/17d.sql,6.78,1117.89,4.236,1434.172,,,303.0,,41840.0,
Nested Loop,,34,41840,1.0,./JOB-queries/17d.sql,6.78,3747.04,4.49,1453.216,keyword,movie_keyword,1.0,303.0,1.0,41840.0
Index Scan,cast_info,38,25,,./JOB-queries/17d.sql,0.44,1.36,0.264,5.08,,,,,,
Nested Loop,,1281,1038393,2.0,./JOB-queries/17d.sql,7.22,3806.23,4.753,214102.147,,cast_info,34.0,38.0,41840.0,25.0
Index Scan,name,1,0,,./JOB-queries/17d.sql,0.43,0.46,0.164,0.164,,,,,,
Nested Loop,,1,1972,3.0,./JOB-queries/17d.sql,7.65,4392.66,1091.018,384544.359,,name,1281.0,1.0,1038393.0,0.0
Index Scan,movie_companies,5,6,,./JOB-queries/17d.sql,0.43,0.52,0.304,0.448,,,,,,
Nested Loop,,1,11538,4.0,./JOB-queries/17d.sql,8.08,4393.23,1091.545,385429.823,,movie_companies,1.0,5.0,1972.0,6.0
Index Only Scan,company_name,1,1,,./JOB-queries/17d.sql,0.42,0.44,0.081,0.081,,,,,,
Nested Loop,,1,11538,5.0,./JOB-queries/17d.sql,8.5,4393.67,1091.561,386371.309,,company_name,1.0,1.0,11538.0,1.0
Index Only Scan,title,1,1,,./JOB-queries/17d.sql,0.43,0.45,0.033,0.033,,,,,,
Nested Loop,,1,11538,6.0,./JOB-queries/17d.sql,8.93,4394.12,1091.749,386759.777,,title,1.0,1.0,11538.0,1.0
Aggregate,,1,1,,./JOB-queries/17d.sql,4394.12,4394.13,386773.661,386774.489,,,1.0,,11538.0,
Index Scan,movie_keyword,1884971,197436,,./JOB-queries/11c.sql,0.43,86220.29,0.279,118.65,,,,,,
Index Scan,keyword,1,0,,./JOB-queries/11c.sql,0.42,0.44,0.001,0.001,,,,,,
Memoize,,1,0,,./JOB-queries/11c.sql,0.43,0.45,0.0,0.0,keyword,,1.0,,0.0,
Nested Loop,,42,979,1.0,./JOB-queries/11c.sql,0.86,139947.06,2.055,183.151,movie_keyword,,1884971.0,1.0,197436.0,0.0
Gather Merge,,101,481,,./JOB-queries/11c.sql,1000.89,140958.74,131.731,133.213,,,42.0,,979.0,
Index Scan,movie_link,29997,30043,,./JOB-queries/11c.sql,0.29,795.51,0.256,10.49,,,,,,
Merge Join,,31,1460,2.0,./JOB-queries/11c.sql,1003.06,4643.15,132.037,144.614,,movie_link,101.0,29997.0,481.0,30043.0
Index Scan,movie_companies,3,11,,./JOB-queries/11c.sql,0.43,0.54,0.029,0.037,,,,,,
Nested Loop,,78,15510,3.0,./JOB-queries/11c.sql,1003.49,4661.01,132.202,199.793,,movie_companies,31.0,3.0,1460.0,11.0
Index Scan,company_type,1,0,,./JOB-queries/11c.sql,0.13,0.15,0.003,0.003,,,,,,
Memoize,,1,1,,./JOB-queries/11c.sql,0.14,0.16,0.0,0.0,company_type,,1.0,,0.0,
Nested Loop,,59,14916,4.0,./JOB-queries/11c.sql,1003.63,4663.24,132.212,202.286,,,78.0,1.0,15510.0,1.0
Index Scan,company_name,1,0,,./JOB-queries/11c.sql,0.42,0.46,0.004,0.004,,,,,,
Nested Loop,,1,6946,5.0,./JOB-queries/11c.sql,1004.05,4690.19,138.745,262.467,,company_name,59.0,1.0,14916.0,0.0
Index Only Scan,link_type,1,1,,./JOB-queries/11c.sql,0.14,0.16,0.0,0.0,,,,,,
Nested Loop,,1,6946,6.0,./JOB-queries/11c.sql,1004.19,4690.35,138.752,265.091,,link_type,1.0,1.0,6946.0,1.0
Index Scan,title,1,1,,./JOB-queries/11c.sql,0.43,0.49,0.001,0.001,,,,,,
Nested Loop,,1,6946,7.0,./JOB-queries/11c.sql,1004.62,4690.85,139.372,273.735,,title,1.0,1.0,6946.0,1.0
Aggregate,,1,1,,./JOB-queries/11c.sql,4690.85,4690.86,278.823,279.892,,,1.0,,6946.0,
Seq Scan,movie_info_idx,575015,460012,,./JOB-queries/1b.sql,0.0,13685.15,0.197,247.851,,,,,,
Seq Scan,info_type,1,1,,./JOB-queries/1b.sql,0.0,2.41,0.014,0.015,,,,,,
Hash,,1,1,,./JOB-queries/1b.sql,2.41,2.41,0.02,0.021,info_type,,1.0,,1.0,
Hash Join,,5089,3,1.0,./JOB-queries/1b.sql,2.43,15253.6,263.712,263.714,movie_info_idx,,575015.0,1.0,460012.0,1.0
Index Scan,title,1,0,,./JOB-queries/1b.sql,0.43,0.58,1.068,1.068,,,,,,
Nested Loop,,1446,1,2.0,./JOB-queries/1b.sql,2.86,18220.09,265.942,267.277,,title,5089.0,1.0,3.0,0.0
Index Scan,movie_companies,3,16,,./JOB-queries/1b.sql,0.43,0.6,0.66,0.864,,,,,,
Nested Loop,,3640,22,3.0,./JOB-queries/1b.sql,3.29,19140.99,266.141,268.431,,movie_companies,1446.0,3.0,1.0,16.0
Seq Scan,company_type,1,1,,./JOB-queries/1b.sql,0.0,1.05,0.01,0.011,,,,,,
Hash,,1,1,,./JOB-queries/1b.sql,1.05,1.05,0.013,0.013,company_type,,1.0,,1.0,
Hash Join,,910,1,4.0,./JOB-queries/1b.sql,4.35,19161.74,268.462,268.463,,,3640.0,1.0,22.0,1.0
Aggregate,,1,1,,./JOB-queries/1b.sql,19168.56,19168.57,268.466,268.468,,,910.0,,1.0,
Gather,,2,3,,./JOB-queries/1b.sql,20168.56,20168.77,279.167,279.18,,,1.0,,1.0,
Aggregate,,1,1,,./JOB-queries/1b.sql,20168.79,20168.8,279.17,279.183,,,2.0,,3.0,
Index Scan,keyword,3,2,,./JOB-queries/31a.sql,0.42,5089.23,0.109,28.932,,,,,,
Bitmap Index Scan,,303,10959,,./JOB-queries/31a.sql,0.0,6.71,2.497,2.498,,,,,,
Bitmap Heap Scan,movie_keyword,303,10959,,./JOB-queries/31a.sql,6.78,1079.34,3.106,946.69,,,303.0,,10959.0,
Nested Loop,,98,25571,1.0,./JOB-queries/31a.sql,7.2,8336.32,3.901,2239.74,keyword,movie_keyword,3.0,303.0,2.0,10959.0
Index Scan,movie_info_idx,3,2,,./JOB-queries/31a.sql,0.43,1.05,0.015,0.015,,,,,,
Nested Loop,,298,63896,2.0,./JOB-queries/31a.sql,7.63,8442.44,3.921,2637.77,,movie_info_idx,98.0,3.0,25571.0,2.0
Seq Scan,info_type,1,1,,./JOB-queries/31a.sql,0.0,2.41,0.015,0.016,,,,,,
Hash,,1,1,,./JOB-queries/31a.sql,2.41,2.41,0.018,0.018,info_type,,1.0,,1.0,
Hash Join,,2,21234,3.0,./JOB-queries/31a.sql,10.05,8445.69,3.969,2643.832,,,298.0,1.0,63896.0,1.0
Index Scan,movie_companies,5,9,,./JOB-queries/31a.sql,0.43,2.07,0.07,0.117,,,,,,
Nested Loop,,13,199419,4.0,./JOB-queries/31a.sql,10.48,8449.95,4.036,5151.25,,movie_companies,2.0,5.0,21234.0,9.0
Index Scan,company_name,1,0,,./JOB-queries/31a.sql,0.42,0.98,0.003,0.003,,,,,,
Nested Loop,,1,516,5.0,./JOB-queries/31a.sql,10.9,8462.77,81.693,5794.864,,company_name,13.0,1.0,199419.0,0.0
Gather,,1,1547,,./JOB-queries/31a.sql,1010.9,9462.87,118.087,3139.834,,,1.0,,516.0,
Index Scan,cast_info,1,1,,./JOB-queries/31a.sql,0.44,20.74,7.779,10.422,,,,,,
Nested Loop,,1,1471,6.0,./JOB-queries/31a.sql,1011.34,9483.62,126.291,19262.754,,cast_info,1.0,1.0,1547.0,1.0
Index Scan,movie_info,1,1,,./JOB-queries/31a.sql,0.43,16.93,1.545,1.56,,,,,,
Nested Loop,,1,1616,7.0,./JOB-queries/31a.sql,1011.78,9500.56,573.769,21557.512,,movie_info,1.0,1.0,1471.0,1.0
Index Scan,info_type,1,1,,./JOB-queries/31a.sql,0.14,0.16,0.001,0.001,,,,,,
Nested Loop,,1,1556,8.0,./JOB-queries/31a.sql,1011.92,9500.74,573.781,21558.851,,info_type,1.0,1.0,1616.0,1.0
Index Scan,name,1,1,,./JOB-queries/31a.sql,0.43,1.35,0.108,0.108,,,,,,
Nested Loop,,1,1273,9.0,./JOB-queries/31a.sql,1012.35,9502.1,622.104,21727.673,,name,1.0,1.0,1556.0,1.0
Index Scan,title,1,1,,./JOB-queries/31a.sql,0.43,1.13,0.126,0.126,,,,,,
Nested Loop,,1,1273,10.0,./JOB-queries/31a.sql,1012.78,9503.24,622.423,21888.978,,title,1.0,1.0,1273.0,1.0
Aggregate,,1,1,,./JOB-queries/31a.sql,9503.25,9503.26,21891.79,21891.847,,,1.0,,1273.0,
Index Scan,complete_cast,135086,5993,,./JOB-queries/27a.sql,0.42,6247.44,0.278,13.398,,,,,,
Seq Scan,link_type,1,2,,./JOB-queries/27a.sql,0.0,1.23,0.003,0.006,,,,,,
Bitmap Index Scan,,1875,1158,,./JOB-queries/27a.sql,0.0,22.35,0.441,0.441,,,,,,
Bitmap Heap Scan,movie_link,1875,1158,,./JOB-queries/27a.sql,22.82,209.26,0.508,11.427,,,1875.0,,1158.0,
Nested Loop,,1666,2315,1.0,./JOB-queries/27a.sql,22.82,229.23,0.972,22.99,link_type,movie_link,1.0,1875.0,2.0,1158.0
Sort,,1666,2341,,./JOB-queries/27a.sql,318.38,322.55,23.208,23.262,,,1666.0,,2315.0,
Merge Join,,2624,257,2.0,./JOB-queries/27a.sql,318.81,646.43,25.217,36.929,complete_cast,,135086.0,1666.0,5993.0,2341.0
Seq Scan,comp_cast_type,2,2,,./JOB-queries/27a.sql,0.0,1.05,0.001,0.002,,,,,,
Hash,,2,2,,./JOB-queries/27a.sql,1.05,1.05,0.003,0.003,comp_cast_type,,2.0,,2.0,
Hash Join,,1312,257,3.0,./JOB-queries/27a.sql,319.89,661.7,25.241,36.98,,,2624.0,2.0,257.0,2.0
Seq Scan,comp_cast_type,1,1,,./JOB-queries/27a.sql,0.0,1.05,0.002,0.002,,,,,,
Hash,,1,1,,./JOB-queries/27a.sql,1.05,1.05,0.003,0.003,comp_cast_type,,1.0,,1.0,
Hash Join,,328,189,4.0,./JOB-queries/27a.sql,320.95,669.85,25.248,37.01,,,1312.0,1.0,257.0,1.0
Index Scan,title,1,1,,./JOB-queries/27a.sql,0.43,1.78,0.133,0.133,,,,,,
Nested Loop,,118,179,5.0,./JOB-queries/27a.sql,321.38,1259.4,25.889,62.165,,title,328.0,1.0,189.0,1.0
Index Scan,movie_companies,2,4,,./JOB-queries/27a.sql,0.43,0.62,0.056,0.071,,,,,,
Nested Loop,,284,780,6.0,./JOB-queries/27a.sql,321.81,1335.8,27.164,75.012,,movie_companies,118.0,2.0,179.0,4.0
Seq Scan,company_type,1,1,,./JOB-queries/27a.sql,0.0,1.05,0.003,0.003,,,,,,
Hash,,1,1,,./JOB-queries/27a.sql,1.05,1.05,0.005,0.006,company_type,,1.0,,1.0,
Hash Join,,71,691,7.0,./JOB-queries/27a.sql,322.87,1338.39,27.174,75.094,,,284.0,1.0,780.0,1.0
Index Scan,company_name,1,0,,./JOB-queries/27a.sql,0.42,0.46,0.001,0.001,,,,,,
Nested Loop,,17,269,8.0,./JOB-queries/27a.sql,323.29,1370.85,28.469,75.872,,company_name,71.0,1.0,691.0,0.0
Index Scan,movie_info,1,3,,./JOB-queries/27a.sql,0.43,1.9,0.085,0.09,,,,,,
Nested Loop,,6,705,9.0,./JOB-queries/27a.sql,323.73,1403.39,44.22,100.185,,movie_info,17.0,1.0,269.0,3.0
Index Scan,movie_keyword,47,9,,./JOB-queries/27a.sql,0.43,1.35,0.001,0.001,,,,,,
Nested Loop,,279,6483,10.0,./JOB-queries/27a.sql,324.16,1415.0,44.325,101.518,,movie_keyword,6.0,47.0,705.0,9.0
Index Scan,keyword,1,0,,./JOB-queries/27a.sql,0.42,0.44,0.001,0.001,,,,,,
Nested Loop,,1,477,11.0,./JOB-queries/27a.sql,324.58,1538.14,44.417,106.805,,keyword,279.0,1.0,6483.0,0.0
Aggregate,,1,1,,./JOB-queries/27a.sql,1538.15,1538.16,107.064,107.066,,,1.0,,477.0,
Seq Scan,movie_info_idx,575015,460012,,./JOB-queries/1c.sql,0.0,13685.15,0.111,69.695,,,,,,
Seq Scan,info_type,1,1,,./JOB-queries/1c.sql,0.0,2.41,0.016,0.017,,,,,,
Hash,,1,1,,./JOB-queries/1c.sql,2.41,2.41,0.023,0.024,info_type,,1.0,,1.0,
Hash Join,,5089,83,1.0,./JOB-queries/1c.sql,2.43,15253.6,85.474,85.498,movie_info_idx,,575015.0,1.0,460012.0,1.0
Index Scan,movie_companies,1,0,,./JOB-queries/1c.sql,0.43,0.61,0.283,0.283,,,,,,
Nested Loop,,82,8,2.0,./JOB-queries/1c.sql,2.86,18418.25,92.599,109.074,,movie_companies,5089.0,1.0,83.0,0.0
Seq Scan,company_type,1,1,,./JOB-queries/1c.sql,0.0,1.05,0.011,0.011,,,,,,
Hash,,1,1,,./JOB-queries/1c.sql,1.05,1.05,0.013,0.013,company_type,,1.0,,1.0,
Hash Join,,20,8,3.0,./JOB-queries/1c.sql,3.92,18419.75,92.631,109.108,,,82.0,1.0,8.0,1.0
Index Scan,title,1,0,,./JOB-queries/1c.sql,0.43,0.58,0.279,0.279,,,,,,
Nested Loop,,3,1,4.0,./JOB-queries/1c.sql,4.35,18431.61,103.046,111.25,,title,20.0,1.0,8.0,0.0
Aggregate,,1,1,,./JOB-queries/1c.sql,18431.63,18431.64,111.252,111.254,,,3.0,,1.0,
Gather,,2,3,,./JOB-queries/1c.sql,19431.63,19431.84,134.23,134.263,,,1.0,,1.0,
Aggregate,,1,1,,./JOB-queries/1c.sql,19431.85,19431.86,134.238,134.269,,,2.0,,3.0,
Seq Scan,link_type,1,1,,./JOB-queries/11b.sql,0.0,1.23,0.002,0.009,,,,,,
Seq Scan,keyword,1,1,,./JOB-queries/11b.sql,0.0,2626.12,0.323,6.625,,,,,,
Bitmap Index Scan,,303,10544,,./JOB-queries/11b.sql,0.0,6.71,2.621,2.625,,,,,,
Bitmap Heap Scan,movie_keyword,303,10544,,./JOB-queries/11b.sql,6.78,1117.89,3.236,673.978,,,303.0,,10544.0,
Nested Loop,,34,10544,1.0,./JOB-queries/11b.sql,6.78,3747.04,3.56,681.27,keyword,movie_keyword,1.0,303.0,1.0,10544.0
Index Scan,movie_link,5,0,,./JOB-queries/11b.sql,0.29,0.38,0.001,0.001,,,,,,
Nested Loop,,10,251,2.0,./JOB-queries/11b.sql,7.07,3761.5,3.563,690.018,,movie_link,34.0,5.0,10544.0,0.0
Nested Loop,,1,64,3.0,./JOB-queries/11b.sql,7.07,3762.85,3.566,690.038,link_type,,1.0,10.0,1.0,251.0
Index Scan,movie_companies,2,4,,./JOB-queries/11b.sql,0.43,0.54,0.046,0.049,,,,,,
Nested Loop,,1,288,4.0,./JOB-queries/11b.sql,7.5,3763.41,3.705,693.199,,movie_companies,1.0,2.0,64.0,4.0
Index Scan,company_name,1,0,,./JOB-queries/11b.sql,0.42,0.46,0.001,0.001,,,,,,
Nested Loop,,1,103,5.0,./JOB-queries/11b.sql,7.92,3763.87,5.977,693.598,,company_name,1.0,1.0,288.0,0.0
Seq Scan,company_type,1,1,,./JOB-queries/11b.sql,0.0,1.05,0.0,0.0,,,,,,
Nested Loop,,1,102,6.0,./JOB-queries/11b.sql,7.92,3764.93,5.979,693.668,,company_type,1.0,1.0,103.0,1.0
Index Scan,title,1,0,,./JOB-queries/11b.sql,0.43,0.49,0.021,0.021,,,,,,
Nested Loop,,1,14,7.0,./JOB-queries/11b.sql,8.35,3765.43,14.563,695.852,,title,1.0,1.0,102.0,0.0
Aggregate,,1,1,,./JOB-queries/11b.sql,3765.44,3765.45,695.854,695.862,,,1.0,,14.0,
Seq Scan,movie_info_idx,575015,460012,,./JOB-queries/1a.sql,0.0,13685.15,0.014,16.65,,,,,,
Seq Scan,info_type,1,1,,./JOB-queries/1a.sql,0.0,2.41,0.014,0.014,,,,,,
Hash,,1,1,,./JOB-queries/1a.sql,2.41,2.41,0.016,0.016,info_type,,1.0,,1.0,
Hash Join,,5089,83,1.0,./JOB-queries/1a.sql,2.43,15253.6,32.24,32.259,movie_info_idx,,575015.0,1.0,460012.0,1.0
Index Scan,movie_companies,1,1,,./JOB-queries/1a.sql,0.43,0.62,0.026,0.027,,,,,,
Nested Loop,,111,49,2.0,./JOB-queries/1a.sql,2.86,18481.86,32.261,34.495,,movie_companies,5089.0,1.0,83.0,1.0
Seq Scan,company_type,1,1,,./JOB-queries/1a.sql,0.0,1.05,0.01,0.011,,,,,,
Hash,,1,1,,./JOB-queries/1a.sql,1.05,1.05,0.013,0.013,company_type,,1.0,,1.0,
Hash Join,,28,47,3.0,./JOB-queries/1a.sql,3.92,18483.53,32.304,34.547,,,111.0,1.0,49.0,1.0
Index Scan,title,1,1,,./JOB-queries/1a.sql,0.43,0.58,0.467,0.467,,,,,,
Nested Loop,,28,47,4.0,./JOB-queries/1a.sql,4.35,18500.06,32.994,56.648,,title,28.0,1.0,47.0,1.0
Aggregate,,1,1,,./JOB-queries/1a.sql,18500.27,18500.28,56.713,56.715,,,28.0,,47.0,
Gather,,2,3,,./JOB-queries/1a.sql,19500.27,19500.48,60.288,80.686,,,1.0,,1.0,
Aggregate,,1,1,,./JOB-queries/1a.sql,19500.49,19500.5,80.184,80.692,,,2.0,,3.0,
Index Scan,keyword,3,2,,./JOB-queries/31b.sql,0.42,5089.23,0.119,18.79,,,,,,
Bitmap Index Scan,,303,10959,,./JOB-queries/31b.sql,0.0,6.71,1.464,1.464,,,,,,
Bitmap Heap Scan,movie_keyword,303,10959,,./JOB-queries/31b.sql,6.78,1079.34,2.33,639.553,,,303.0,,10959.0,
Nested Loop,,98,25571,1.0,./JOB-queries/31b.sql,7.2,8336.32,2.853,1512.765,keyword,movie_keyword,3.0,303.0,2.0,10959.0
Index Scan,movie_info_idx,3,2,,./JOB-queries/31b.sql,0.43,1.05,0.004,0.005,,,,,,
Nested Loop,,298,63896,2.0,./JOB-queries/31b.sql,7.63,8442.44,2.874,1637.503,,movie_info_idx,98.0,3.0,25571.0,2.0
Seq Scan,info_type,1,1,,./JOB-queries/31b.sql,0.0,2.41,0.019,0.019,,,,,,
Hash,,1,1,,./JOB-queries/31b.sql,2.41,2.41,0.022,0.022,info_type,,1.0,,1.0,
Hash Join,,2,21234,3.0,./JOB-queries/31b.sql,10.05,8445.69,2.923,1643.457,,,298.0,1.0,63896.0,1.0
Index Scan,title,1,0,,./JOB-queries/31b.sql,0.43,1.14,0.125,0.125,,,,,,
Nested Loop,,1,16,4.0,./JOB-queries/31b.sql,10.48,8447.98,725.016,4299.728,,title,2.0,1.0,21234.0,0.0
Gather,,1,47,,./JOB-queries/31b.sql,1010.48,9448.08,616.087,5324.231,,,1.0,,16.0,
Index Scan,cast_info,1,2,,./JOB-queries/31b.sql,0.44,20.74,11.901,16.864,,,,,,
Nested Loop,,1,77,5.0,./JOB-queries/31b.sql,1010.92,9468.83,748.654,6116.885,,cast_info,1.0,1.0,47.0,2.0
Index Scan,movie_companies,1,2,,./JOB-queries/31b.sql,0.43,2.08,0.128,0.189,,,,,,
Nested Loop,,1,119,6.0,./JOB-queries/31b.sql,1011.35,9470.93,1715.417,6131.444,,movie_companies,1.0,1.0,77.0,2.0
Index Scan,company_name,1,0,,./JOB-queries/31b.sql,0.42,8.22,0.06,0.06,,,,,,
Nested Loop,,1,53,7.0,./JOB-queries/31b.sql,1011.77,9479.81,1720.762,6138.572,,company_name,1.0,1.0,119.0,0.0
Index Scan,movie_info,1,2,,./JOB-queries/31b.sql,0.43,16.93,1.633,1.633,,,,,,
Nested Loop,,1,84,8.0,./JOB-queries/31b.sql,1012.21,9496.75,1769.911,6225.151,,movie_info,1.0,1.0,53.0,2.0
Index Scan,info_type,1,1,,./JOB-queries/31b.sql,0.14,0.16,0.045,0.045,,,,,,
Nested Loop,,1,84,9.0,./JOB-queries/31b.sql,1012.35,9496.93,1773.512,6228.993,,info_type,1.0,1.0,84.0,1.0
Index Scan,name,1,1,,./JOB-queries/31b.sql,0.43,1.35,0.192,0.192,,,,,,
Nested Loop,,1,84,10.0,./JOB-queries/31b.sql,1012.78,9498.29,1780.79,6245.164,,name,1.0,1.0,84.0,1.0
Aggregate,,1,1,,./JOB-queries/31b.sql,9498.3,9498.31,6245.291,6245.313,,,1.0,,84.0,
Index Scan,complete_cast,135086,5993,,./JOB-queries/27b.sql,0.42,6247.44,0.005,9.354,,,,,,
Seq Scan,link_type,1,2,,./JOB-queries/27b.sql,0.0,1.23,0.001,0.003,,,,,,
Bitmap Index Scan,,1875,1158,,./JOB-queries/27b.sql,0.0,22.35,0.02,0.021,,,,,,
Bitmap Heap Scan,movie_link,1875,1158,,./JOB-queries/27b.sql,22.82,209.26,0.083,4.337,,,1875.0,,1158.0,
Nested Loop,,1666,2315,1.0,./JOB-queries/27b.sql,22.82,229.23,0.147,8.794,link_type,movie_link,1.0,1875.0,2.0,1158.0
Sort,,1666,2341,,./JOB-queries/27b.sql,318.38,322.55,8.977,9.03,,,1666.0,,2315.0,
Merge Join,,2624,257,2.0,./JOB-queries/27b.sql,318.81,646.43,9.755,18.656,complete_cast,,135086.0,1666.0,5993.0,2341.0
Seq Scan,comp_cast_type,2,2,,./JOB-queries/27b.sql,0.0,1.05,0.001,0.002,,,,,,
Hash,,2,2,,./JOB-queries/27b.sql,1.05,1.05,0.003,0.003,comp_cast_type,,2.0,,2.0,
Hash Join,,1312,257,3.0,./JOB-queries/27b.sql,319.89,661.7,9.761,18.691,,,2624.0,2.0,257.0,2.0
Seq Scan,comp_cast_type,1,1,,./JOB-queries/27b.sql,0.0,1.05,0.002,0.002,,,,,,
Hash,,1,1,,./JOB-queries/27b.sql,1.05,1.05,0.004,0.005,comp_cast_type,,1.0,,1.0,
Hash Join,,328,189,4.0,./JOB-queries/27b.sql,320.95,669.85,9.77,18.722,,,1312.0,1.0,257.0,1.0
Index Scan,title,1,0,,./JOB-queries/27b.sql,0.43,1.78,0.077,0.077,,,,,,
Nested Loop,,6,38,5.0,./JOB-queries/27b.sql,321.38,1258.58,28.048,33.269,,title,328.0,1.0,189.0,0.0
Index Scan,movie_companies,2,5,,./JOB-queries/27b.sql,0.43,1.23,0.029,0.029,,,,,,
Nested Loop,,14,190,6.0,./JOB-queries/27b.sql,321.81,1266.08,29.114,34.397,,movie_companies,6.0,2.0,38.0,5.0
Index Scan,company_type,1,1,,./JOB-queries/27b.sql,0.13,0.15,0.004,0.004,,,,,,
Memoize,,1,1,,./JOB-queries/27b.sql,0.14,0.16,0.0,0.0,company_type,,1.0,,1.0,
Nested Loop,,4,190,7.0,./JOB-queries/27b.sql,321.95,1266.86,29.119,34.437,,,14.0,1.0,190.0,1.0
Index Scan,company_name,1,0,,./JOB-queries/27b.sql,0.42,0.46,0.004,0.004,,,,,,
Nested Loop,,1,95,8.0,./JOB-queries/27b.sql,322.37,1268.69,29.131,35.265,,company_name,4.0,1.0,190.0,0.0
Index Scan,movie_info,1,3,,./JOB-queries/27b.sql,0.43,1.9,0.037,0.041,,,,,,
Nested Loop,,1,247,9.0,./JOB-queries/27b.sql,322.81,1270.6,31.759,39.186,,movie_info,1.0,1.0,95.0,3.0
Index Scan,movie_keyword,47,8,,./JOB-queries/27b.sql,0.43,1.35,0.001,0.001,,,,,,
Nested Loop,,47,1919,10.0,./JOB-queries/27b.sql,323.24,1272.53,31.876,39.675,,movie_keyword,1.0,47.0,247.0,8.0
Index Scan,keyword,1,0,,./JOB-queries/27b.sql,0.42,0.44,0.001,0.001,,,,,,
Nested Loop,,1,247,11.0,./JOB-queries/27b.sql,323.66,1293.3,32.001,41.278,,keyword,47.0,1.0,1919.0,0.0
Aggregate,,1,1,,./JOB-queries/27b.sql,1293.3,1293.31,41.385,41.387,,,1.0,,247.0,
Index Scan,complete_cast,135086,5993,,./JOB-queries/27c.sql,0.42,6247.44,0.003,0.688,,,,,,
Seq Scan,link_type,1,2,,./JOB-queries/27c.sql,0.0,1.23,0.001,0.003,,,,,,
Bitmap Index Scan,,1875,1158,,./JOB-queries/27c.sql,0.0,22.35,0.015,0.015,,,,,,
Bitmap Heap Scan,movie_link,1875,1158,,./JOB-queries/27c.sql,22.82,209.26,0.021,0.141,,,1875.0,,1158.0,
Nested Loop,,1666,2315,1.0,./JOB-queries/27c.sql,22.82,229.23,0.027,0.384,link_type,movie_link,1.0,1875.0,2.0,1158.0
Sort,,1666,2341,,./JOB-queries/27c.sql,318.38,322.55,0.563,0.615,,,1666.0,,2315.0,
Merge Join,,2624,257,2.0,./JOB-queries/27c.sql,318.81,646.43,0.632,1.546,complete_cast,,135086.0,1666.0,5993.0,2341.0
Seq Scan,comp_cast_type,1,1,,./JOB-queries/27c.sql,0.0,1.05,0.001,0.001,,,,,,
Hash,,1,1,,./JOB-queries/27c.sql,1.05,1.05,0.002,0.002,comp_cast_type,,1.0,,1.0,
Hash Join,,656,228,3.0,./JOB-queries/27c.sql,319.88,661.68,0.638,1.579,,,2624.0,1.0,257.0,1.0
Seq Scan,comp_cast_type,1,2,,./JOB-queries/27c.sql,0.0,1.05,0.001,0.001,,,,,,
Hash,,1,2,,./JOB-queries/27c.sql,1.05,1.05,0.003,0.003,comp_cast_type,,1.0,,2.0,
Hash Join,,164,228,4.0,./JOB-queries/27c.sql,320.94,666.29,0.644,1.607,,,656.0,1.0,228.0,2.0
Index Scan,title,1,1,,./JOB-queries/27c.sql,0.43,1.78,0.038,0.038,,,,,,
Nested Loop,,124,228,5.0,./JOB-queries/27c.sql,321.37,961.06,0.648,10.308,,title,164.0,1.0,228.0,1.0
Index Scan,movie_companies,2,4,,./JOB-queries/27c.sql,0.43,0.57,0.079,0.089,,,,,,
Nested Loop,,298,864,6.0,./JOB-queries/27c.sql,321.8,1034.57,2.187,30.723,,movie_companies,124.0,2.0,228.0,4.0
Seq Scan,company_type,1,1,,./JOB-queries/27c.sql,0.0,1.05,0.002,0.002,,,,,,
Hash,,1,1,,./JOB-queries/27c.sql,1.05,1.05,0.004,0.004,company_type,,1.0,,1.0,
Hash Join,,74,763,7.0,./JOB-queries/27c.sql,322.86,1037.23,2.196,30.816,,,298.0,1.0,864.0,1.0
Index Scan,company_name,1,0,,./JOB-queries/27c.sql,0.42,0.46,0.009,0.009,,,,,,
Nested Loop,,18,277,8.0,./JOB-queries/27c.sql,323.28,1071.06,2.855,37.919,,company_name,74.0,1.0,763.0,0.0
Index Scan,movie_info,3,4,,./JOB-queries/27c.sql,0.46,1.74,0.097,0.098,,,,,,
Nested Loop,,46,1150,9.0,./JOB-queries/27c.sql,323.74,1103.0,6.393,65.168,,movie_info,18.0,3.0,277.0,4.0
